date,section,uri,title,content
7/17/2025 0:00,Politics,https://trt.global/world/article/3db57188f8ef,"Netanyahu outlines plan to block Syrian troops in south, repeats false claim of 'Druze protection'Israeli PM Netanyahu details policy that includes blocking the Syrian military from controlling areas between the Israel-occupied Golan Heights and Jabal al-Druze.","Israel's hawkish Prime Minister Benjamin Netanyahu has said that his extremist government has adopted a clear policy to ""demilitarise"" the area stretching from south of the Syrian capital to the Jabal al-Druze region in southern Syria.

""We have set a clear policy: demilitarisation of the region south of Damascus — from the Golan Heights to the Jabal al-Druze area. That is our first line,"" Netanyahu said in a recorded statement on Thursday.

""The second line is protecting the Druze in the Jabal al-Druze region,"" he said, referring to the mountainous area known as Jabal al-Arab, or Jabal Hauran, which lies in Syria's Sweida province and includes dozens of towns and villages at elevations of more than 5,900 feet.

Netanyahu, repeating his false claims of being the protector of Syria's Druze minority, said the dual-track approach would remain Israel's policy.

""We will not allow military forces to deploy south of Damascus, and we will not allow harm to come to the Druze in Jabal al-Druze,"" he claimed.

Israel, which has been conducting a genocide of Palestinians since October 2023, has repeatedly invoked the ""protection of the Druze minority"" as a justification for military aggression in southern Syria, including attempts to create a demilitarised buffer zone along its disputed border.

Leading Druze figures in Syria have consistently rejected those claims, issuing a joint statement condemning foreign intervention and reaffirming their commitment to a unified Syria, rejecting division and separatism.

Netanyahu claims truce 'achieved by force'

In the same statement, Netanyahu admitted that the Israeli military had struck Syrian army positions in Sweida on Wednesday, saying he had added the Syrian Defence Ministry in Damascus as a direct target.

On Wednesday, Israel launched one of its most extensive attacks in recent months, with air strikes on more than 160 targets across four Syrian provinces: Sweida, Daraa, Damascus, and its countryside.

The strikes hit the General Staff headquarters and the vicinity of the presidential palace in the capital.

In the process, Israel killed more than 30 Syrians and wounded nearly 100, prompting strong condemnation from all quarters.

Despite the absence of a threat from Syria's new transitional government, Israel has carried out near-daily air raids in recent months, killing civilians and destroying military sites, equipment and ammunition.

Netanyahu claimed that a ceasefire had since been reached and Syrian forces had withdrawn to Damascus. ""That's important,"" he said.

""This ceasefire was achieved by force — not through requests or pleas, but by force.""

Earlier on Thursday, Türkiye's President Recep Tayyip Erdogan condemned Tel Aviv’s continued aggression on Syria, warning Israel is a lawless, rule-breaking, unprincipled, arrogant, and terrorist state that exploits regional dynamics to justify its actions.

""Israel has been using the Druze as an excuse to move its banditry into neighbouring Syria for the past two days,"" Erdogan said. ""At this point, the biggest problem in our region is Israel’s aggression. If the monster (Israel) is not stopped now, it will set our region and the world on fire.""

Experts say the inability of the newly formed Syrian government's military structure to fully secure control is strengthening the hand of Hikmat al-Hijri, a double-dealing Druze warlord in Sweida who went from being a religious figure associated with Iran's Axis of Resistance to saying ""Israel is not the enemy"".

Israel has occupied most of Syria's Golan Heights since 1967.

Following the fall of Bashar al-Assad’s regime in late 2024, Israel expanded its occupation in the Golan Heights and seized control of the Syrian demilitarised zone."
7/17/2025 0:00,Politics,https://trt.global/world/article/23f44cc7de62,"Israel is a habitual offender when it comes to bombing Gaza's churches. Here's a timelineIsrael is framing Gaza church bombing as ""a mistake"" despite witnesses and patriarchate reporting a ""direct"" tank attack. But it's not the first, as Israel has repeatedly bombed churches in Gaza since launching its genocide there.","Israeli invading troops have targeted a Catholic church in northern Gaza, killing at least three Palestinians and wounding 10 others, with Latin Patriarchate of Jerusalem saying the Israeli military ""hit the church directly.""

Cardinal Pierbattista Pizzaballa has expressed doubt that the strike was the result of a ""mistake"", as claimed by Israeli Prime Minister Benjamin Netanyahu in a phone call with US President Donald Trump.

""What we know for sure is that a tank, the IDF says by mistake, but we are not sure about this. They hit the church directly,"" Pizzaballa told Vatican News.

Amid the outrage, Israel is framing the Gaza church bombing as ""a mistake"".

But it isn't a one-off. Israel has struck churches in Gaza several times since it began its genocide in Gaza.

Here is a timeline of major Israeli strikes on churches in Gaza since 2023.

Saint Porphyrius Church, Gaza City: Israel bombed a building within the Saint Porphyrius Church compound, where approximately 400–500 displaced Muslim and Christian Palestinians were sheltering.

The strike killed at least 18 people, including several children, and wounded many others. The Greek Orthodox Patriarchate of Jerusalem condemned the attack as a war crime.

The Israeli military claimed the church was not the intended target.

Al-Ahli Arab Hospital (Baptist Church Compound), Gaza: Israel targeted the courtyard of the Al-Ahli Arab Hospital, part of the Baptist Church compound, which was sheltering displaced civilians.

Nearly 500 people, including patients and displaced civilians, were killed.

The attack drew widespread international condemnation, with rights groups noting it violated international humanitarian law protecting civilian infrastructure, including religious sites.

Holy Family Church, Gaza: Israel targeted the Catholic Holy Family Church in Gaza City's Zeitoun neighbourhood, the only Catholic church in Gaza.

The strike killed three people: Saad Salameh (60, church janitor), Fumayya Ayyad (84), and Najwa Abu Daoud (69).

Several others, including parish priest Father Gabriel Romanelli, were wounded. Romanelli sustained leg wounds and was treated at Al-Ahli Baptist Hospital.

The Latin Patriarchate of Jerusalem reported serious damage to the church, and Pope Leo XIV called for an immediate ceasefire.

Gaza is predominantly Muslim, with approximately 1,000 Christians, mostly Greek Orthodox, according to a US State Department report.

Palestine's Christian population has decreased in recent years, with many emigrating due to conflict or seeking opportunities abroad.

Christian leaders often condemn attacks by illegal Israeli settlers, Jewish extremists and Israeli military.

In addition to churches, Israel has also destroyed dozens of mosques during the genocide, with many others severely damaged, according to the Euro-Med Human Rights Monitor."
7/17/2025 0:00,Politics,https://trt.global/world/article/254799e5ab07,"Israel targets Syria's Sweida in new strikes as US refuses to condemn allyIsrael bombs vicinity of Sweida, a day after Washington and Ankara helped broker a deal to end violence in the southern Syrian city.","Israeli warplanes have launched a new air strike in southern Syria's Sweida city, Syrian media said.

The state news agency SANA said the attack late on Thursday targeted the outskirts of the city, without giving details about injuries or damage.

The fresh attack came a day after the Syrian Interior Ministry confirmed a new ceasefire agreement in the city, which includes full reintegration of the southern province under central government authority.

Israel has been targeting the capital, Damascus, as well as Sweida and Daraa, on claims of protecting the Druze community.

US says didn't support strikes

Meanwhile, the United States said on Thursday that it opposed its ally Israel's strikes in Syria, a day after Washington and Ankara helped broker a deal to end violence.

""The United States did not support recent Israeli strikes,"" State Department spokeswoman Tammy Bruce told reporters.

""We are engaging diplomatically with Israel and Syria at the highest levels, both to address the present crisis and reach a lasting agreement between the two sovereign states,"" she said.

She declined to say if the United States had expressed its displeasure with Israel or whether it would oppose future strikes on Syria.

Secretary of State Marco Rubio voiced concern when asked about the Israeli strikes, which included attacking the Defence Ministry in Damascus.

He later issued a statement that did not directly address the Israeli strikes but voiced broader concern about the violence.

Israel has claimed it was intervening on behalf of the Druze community after communal clashes.

Israel has repeatedly been striking Syria since the ouster of Bashar al-Assad's regime.

US President Donald Trump, who spoke to Israeli Prime Minister Benjamin Netanyahu on Thursday by telephone, has sided with Türkiye and Saudi Arabia in seeking a better relationship with Syria under its new leader, Ahmed al Sharaa."
7/17/2025 0:00,Politics,https://trt.global/world/article/54c71b24e4c8,"Israel's Netanyahu admits deadly Gaza church bombing 'a mistake'US President Trump called Israeli Prime Minister Netanyahu to address the strike on the Catholic church in Gaza, according to the White House.","US President Donald Trump has spoken on the phone with Israel's Prime Minister Benjamin Netanyahu to address a strike on a Catholic church in Gaza, according to the White House.Israeli Prime Minister Benjamin Netanyahu has told US President Donald Trump that a strike on Gaza's only Catholic church had been ""a mistake,"" the White House said on Thursday.

Trump called Netanyahu after having ""not a positive reaction"" to learning of the strike, White House Press Secretary Karoline Leavitt told reporters.

""It was a mistake by the Israelis to hit that Catholic church, that's what the prime minister relayed to the president,"" Leavitt said.

Three people were killed and several injured when the Israeli army struck the church in northern Gaza on Thursday, the Latin Patriarchate of Jerusalem said.

The Patriarchate said nine other people were wounded, including one in critical condition, in the attack that targeted the Catholic Holy Family Church in the Zeitoun neighbourhood of Gaza City.

Among those injured was the parish priest, Father Gabriel Romanelli, who sustained a light injury, it added."
7/17/2025 0:00,Politics,https://trt.global/world/article/b98466346cbf,"Slovenia bans Israeli ministers Ben-Gvir, Smotrich over their role in Gaza's 'unbearable situation'Slovenia's foreign minister says move is meant to pressure Israel to end ""the suffering of civilians"" in the besieged enclave.","Slovenia will become the first EU member state to formally declare two Israeli ministers as persona non grata, citing their role in what it called the ""unbearable situation"" in Gaza, Foreign Minister Tanja Fajon has announced.

""After today's government session, we have adopted the decision to declare the Israeli Minister of National Security (Itamar Ben-Gvir) and the Finance Minister (Bezalel Smotrich) as persona non grata in the Republic of Slovenia,"" Fajon said, according to a post shared by the Slovenian Foreign Ministry on Thursday on X.

""This is pressure on the Israeli government to improve the unbearable situation in Gaza and end the suffering of civilians,"" she said.

Slovenia's move follows its June recognition of the State of Palestine.

Rejecting international calls for a ceasefire, Israel has pursued a brutal offensive on Gaza since late October 2023, killing nearly 58,600 Palestinians, most of them women and children.

The relentless bombardment has destroyed the enclave and led to food shortages and the spread of diseases.

Last November, the International Criminal Court issued arrest warrants for Israeli Prime Minister Benjamin Netanyahu and his former Defence Minister Yoav Gallant for war crimes and crimes against humanity in Gaza.

Israel also faces a genocide case at the International Court of Justice for its war on the enclave."
7/17/2025 0:00,Politics,https://trt.global/world/article/9e0ef1a3a0e2,"Ukraine, US considering major drone deal: ZelenskyyUkraine's President Zelenskyy says his latest talks with US President Trump focused on a deal that would help each country bolster its aerial technology.","President Donald Trump and Ukrainian President Volodymyr Zelenskyy are considering a deal that involves Washington buying battlefield-tested Ukrainian drones in exchange for Kiev purchasing weapons from the US, Zelenskyy has said in an interview with the New York Post.

Ukrainian drones have been able to strike targets as deep as 800 miles (1,300 km) into Russian territory.

""The people of America need this technology, and you need to have it in your arsenal,"" Zelenskyy told The Post in the interview conducted Wednesday.

The Ukrainian leader said drones were the key tool that has allowed his country to fight off Russia's invasion for more than three years.

""We will be ready to share this experience with America and other European partners,"" he said. Ukraine was also in talks with Denmark, Norway and Germany, he said.

Zelenskyy announced unspecified future agreements with the United States, which he said would strengthen his country, as he appeared in parliament to put forward his new government.

Next year's US defence and national security budget request boosts spending on small drones, in part because of lessons learned during Russia's war in Ukraine, where unmanned aircraft have proven to be an integral part of low-cost, yet highly effective fighting."
7/16/2025 0:00,Politics,https://trt.global/world/article/9e557ee24eb8,"US calls on Syria to withdraw military from Sweida, frames Israeli strikes as 'misunderstanding'State Department spokeswoman Tammy Bruce says US wants Syrian government troops to pull back from Sweida where clashes between armed Druze and Bedouin group left at least 30 people dead.","Washington DC — The United States has asked Syrian government to pull back its military from the flashpoint area of Sweida in the wake of Israeli bombardment of key Syrian facilities that has left three people dead, 34 wounded and spiked tensions in the volatile region.

""We are calling on the Syrian government to, in fact, withdraw their military in order to enable all sides to de-escalate and find a path forward,"" State Department spokeswoman Tammy Bruce told reporters, without specifying the exact area.

""And I think that that's obviously the goal because of the nature of what's happened and the secretary's (Marco Rubio) phrasing that this was a misunderstanding, he's optimistic that this can be achieved.""

US has not condemned Israeli strikes on the Syrian Defence Ministry, near the presidential palace in the capital Damascus, and elsewhere — attacks that Tel Aviv claims are meant to protect the Druze community.

Bruce declined to comment on whether the United States wanted Israel to halt its strikes.

She also declined to comment on whether the US deems Syrian government targets legitimate for Israeli strikes.

""I'm not going to comment on how Israel makes its decisions about what it feels the need to do,"" she added.

""We understand, again, that they intervened to protect the Druze … but we are clearly involved in the framework of stopping this and de-escalating. We will no doubt have more answers as the days go on.""

The Israeli army launched air strikes on Syrian territory since Tuesday, particularly in Sweida where Syrian army deployed forces to restore security following clashes between armed Druze and Bedouin groups that left at least 30 people dead.

On Wednesday, the Syrian Interior Ministry declared a ceasefire agreement with Druze leaders in Sweida.

US Secretary of State Marco Rubio also confirmed that there was an agreement to restore calm in Syria by late on Wednesday.

""We have agreed on specific steps that will bring this troubling and horrifying situation to an end tonight,"" Rubio wrote on X.

Trump has staunchly backed Israel, including in its wars on Gaza and against Iran.

However, he has been prioritising diplomacy with Syria's leadership, seeing an opening following the removal of Bashar al Assad in December.

Asked if US was given advance warning that Israel was going to strike Damascus, Bruce said: ""Not that I'm aware of.""

""I think that the reaction of the President and Secretary of State indicate that we're reacting as we should when it comes to seeing something that was unexpected and could be resolved.""

Bruce refused to call Israeli strikes escalatory, echoing Rubio's framing of the attacks.

""I think that what is clear still comes from the secretary's remarks. Regarding the issue of it being a miscommunication, essentially, and I think that's significantly different than an escalation."""
7/16/2025 0:00,Politics,https://trt.global/world/article/a09c683f8353,"ICC rejects Israel's plea to cancel arrest warrants for Netanyahu, GallantRequest to suspend ongoing investigation into crimes in the occupied Palestinian territories also turned down","The International Criminal Court (ICC) has rejected Israel’s request to cancel arrest warrants issued for Israeli Prime Minister Benjamin Netanyahu and former defence minister Yoav Gallant, and to suspend the ongoing investigation into crimes in the occupied Palestinian territories.

In its ruling, Pre-Trial Chamber I of the ICC said it had dismissed Israel’s dual request made on May 9, 2025: One seeking the withdrawal, cancellation, or invalidation of the arrest warrants for Netanyahu and Gallant, and another calling for the suspension of the prosecutor’s investigation into the situation in Palestine.

The court rejected Israel’s argument that the ICC lacks jurisdiction over crimes committed in the Palestinian territories, reaffirming its previous decisions.

It added that the Appeals Chamber’s ruling of April 24, 2025, could not be interpreted as undermining the court’s jurisdiction.

According to the decision, “suspension of the investigation is only applicable when a state challenges the admissibility of a case,” under Article 19(7) of the Rome Statute.

The judges noted that Israel had not filed such a challenge regarding admissibility.

The chamber also rejected Israel’s request to deny Palestine the opportunity to present its views, stating that the court already had sufficient information and did not require additional submissions.

The ICC ruled on Feb. 5, 2021, that Palestine is a State Party to the Rome Statute and that the court’s jurisdiction extends to Gaza and the West Bank, including East Jerusalem, territories occupied by Israel since 1967.

The ICC Office of the Prosecutor officially opened an investigation into the situation in Palestine on March 3, 2021.

Israel challenged the court’s jurisdiction under Article 19(2) of the Rome Statute on Sept. 23, 2024.

The ICC’s Pre-Trial Chamber issued arrest warrants for Netanyahu and Gallant on Nov. 21, 2024, citing alleged war crimes and crimes against humanity.

On April 24, 2025, the ICC Appeals Chamber annulled an earlier procedural ruling that had dismissed Israel’s objection as premature, referring the matter back to the Pre-Trial Chamber for a substantive decision."
7/16/2025 0:00,Politics,https://trt.global/world/article/1e24be861953,"Why Trump branded Epstein files a 'hoax', snubbing his own MAGA baseUS President dismisses Epstein saga as a scam and scorns those who believed it, as the very base that once lifted him to power now demands full transparency.","Washington, DC, — It begins not with a bombshell, but with a post — jagged, incisive, unmistakably Trump:

""Their new SCAM is what we will forever call the Jeffrey Epstein Hoax, and my PAST supporters have bought into this 'b****,' hook, line, and sinker… Let these weaklings continue forward and do the Democrats’ work… I don’t want their support anymore!""

With that, the dam burst.

The movement that built Trump appears to have a meltdown. Not over taxes. Not over war. But over one ghost: Jeffrey Epstein.

The MAGA (Make America Great Again) movement has been in this mode ever since Trump's own Department of Justice concluded they have no evidence that sex offender Jeffrey Epstein kept a client list or was murdered in jail.

This contradicted a major MAGA talking point, and MAGA influencers are screaming cover-up.

Influential talk show host Tucker Carlson took this to another level by launching a tirade over it. He went a step further and faulted the Trump administration for failing to take MAGA's questions about the situation seriously.

For many, this wasn't politics. It was a betrayal, a red line crossed with a smirk.

""Punch in the gut,"" said Rep. Marjorie Taylor Greene. ""It is a red line for many people."" She warned of ""significant"" blowback inside the movement. House Speaker Mike Johnson, always cautious, publicly broke ranks on Tuesday. ""The Attorney General needs to explain this,"" he said on Capitol Hill. ""The public deserves answers.""

Rep. Anna Paulina Luna, who serves on the House Committee on Foreign Affairs, was less diplomatic. ""AG Bondi needs to stop stonewalling and communicate with us,"" she said.

In February, US Attorney General Pam Bondi had promised to release the files, saying she had a ""client list on my desk"".

At the Turning Point USA summit (one of the biggest gatherings of young American conservatives) in Tampa on July 13, the air was thick with sweat and rebellion, and Epstein fire eclipsed every other talking point.

Steve Bannon paced the stage like an oracle betrayed, calling the case ""the key that picks the lock on institutional corruption."" He warned Trump could lose ""ten percent of the movement"" over this.

Dan Bongino, Deputy Director of the FBI, reportedly offered to resign after the memo dropped. Michael Flynn, ex-Trump insider, called it ""another brutal and stark example of the two standards in America.""

But it was Megyn Kelly, another star on the far-right firmament, who cut deepest: ""Either Pam Bondi was telling the truth then, or she’s telling the truth now. But both cannot be true.""

Calls for the release of Epstein-related files are now mostly coming from within Trump's core base, not just political opponents.

Noted Republicans like Rep. Lauren Boebert want a special counsel. Rep. Chip Roy says, ""We want to see more information."" Sen. John Kennedy asked what many are wondering aloud: ""Who did Epstein traffic those women to, and why weren’t they prosecuted?""

These are not fringe voices. This is the engine room of the MAGA train.

Trump has framed the Epstein episode as another left-wing distraction. He claimed that outrage over the Justice Department’s decision not to release additional information and close the investigation was just the latest ""scam"" cooked up by Democrats.

Online, the fury is volcanic. Elon Musk, once a Trump defender, cast aspersions on the issue. Far right notables like Jack Posobiec called for a ""Jan. 6-style committee"" to investigate the Epstein files. Laura Loomer said Bondi should be fired, not shuffled, not protected, but gone.

The backlash stems from a simple sequence: The truth on Epstein was promised. Bondi flashed a binder. Bongino teased bombshells. Kash Patel, the FBI Director, previously hinted at an Epstein ‘black book’ of contacts. Then — silence. A July memo. No list. No names.

Jeffrey Epstein, a financier with ties to global elites, was arrested in 2019 for sex trafficking and found dead weeks later in a New York jail, ruled a suicide. Ghislaine Maxwell, his associate, was later jailed for helping him abuse minors. The case has always animated Trump's base.

The President is now saying the Epstein files are a hoax.

But in a movement built on belief — on the sacred idea that corruption hides in plain sight, and only Trump had the courage to expose it — this isn’t just a tactical misstep. It appears like a rupture in the story.Behind the scenes, Trump's 2026 strategy team has shown signs of anxiety. Liz Wheeler, American conservative political commentator, warned, bluntly: ""This issue could cost him the midterms.""

And the chorus grows. Turning Point USA founder Charlie Kirk, a major name in MAGA, noted, ""What happens next, so I think, is gonna be really important. It’s gonna differentiate whether or not this is just a moment or a lasting multi-generational movement.""

And yet, through it all, the base keeps coming back to the same question. What happened in that jail cell? Who flew on those planes? What names are missing?And as the smoke rises, one voice cuts through, ""We all deserve to know what's in the Epstein files,"" said Rep. Thomas Massie. ""Who's implicated. How deep this corruption goes. Americans were promised justice and transparency.""

The MAGA base is still waiting."
7/16/2025 0:00,Politics,https://trt.global/world/article/3e571e3c077d,"Türkiye, UAE seal seven deals in Ankara to deepen partnershipErdogan and Mohammed bin Zayed oversee the signing of major cooperation deals in Ankara, including agreements on trade, defence, tourism, and polar research.","Türkiye and the United Arab Emirates (UAE) have taken a major step toward strengthening their strategic partnership, signing seven bilateral agreements during UAE President Sheikh Mohammed bin Zayed Al Nahyan’s visit to Ankara.

The accords were finalised on Wednesday in the presence of Turkish President Recep Tayyip Erdogan following a high-level meeting between the two leaders and the inaugural session of the Türkiye–UAE High-Level Strategic Council.

Welcoming Mohammed bin Zayed and his delegation, Erdogan described the visit as a continuation of the momentum established during his own trip to Abu Dhabi in 2023.

“We laid the foundation of our strategic partnership then — and today, it’s producing concrete results across almost every field,” Erdogan said.

Expanding trade, deepening ties

Highlighting the rapid growth in economic relations, Erdogan noted the dramatic rise in trade volume: “Only a few years ago, we questioned whether $10 billion in trade was attainable. Now, we aim to exceed $20 billion this year and reach $40 billion in the medium term.”

The agreements span a wide range of sectors, including defence, investment, technology, energy, tourism, and food security. Notably, an MoU was signed on mutual investment cooperation in tourism and hospitality, while additional deals focus on pharmaceuticals, industrial production, agriculture, and food sectors.

Defence cooperation was also formalised with an agreement on the mutual protection of classified information.

The two sides signed a memorandum to establish a joint consular committee and launched a unique pact on collaboration in polar research, underscoring their ambitions in scientific and technological development.

Erdogan said the leaders also discussed pressing regional issues, with particular attention to the ongoing crisis in Gaza.

“Our cooperation isn’t just economic — it’s built on mutual understanding in addressing regional challenges,” he added.

The visit marks another chapter in the evolving partnership between Ankara and Abu Dhabi, turning what was once a cautious diplomatic relationship into one of the region’s most dynamic partnerships."
7/16/2025 0:00,Politics,https://trt.global/world/article/60f7bced0e57,"US sees 'misunderstanding' behind bombardment of Syria by ally IsraelWashington has not condemned Tel Aviv for striking Syria's army in violation of the country's sovereignty. Instead its top diplomat Rubio says ""a real deescalation"" is imminent.","US Secretary of State Marco Rubio has said he expected imminent ""deescalation"" after Israel bombed the Syrian army's headquarters in capital Damascus.

""We think we're on our way towards a real deescalation,"" he told reporters on Wednesday, citing a ""misunderstanding"" between Israel and Syria.

""In the next few hours, we hope to see some real progress.""

Rubio said the United States was concerned, adding that he had just spoken to the relevant parties over the phone.

""We're going to be working on that issue as we speak. I just got off the phone with the relevant parties. We're very concerned about it, and hopefully we'll have some updates later today. But we're very concerned about it,"" Rubio added.

Israel killed at least one person and wounded 18 others in its fresh air strikes on the Syrian capital, Damascus.

The state news agency SANA said on Wednesday that warplanes carried out strikes on the General Staff Complex and the Presidential Palace, known as Qasr al-Shaab, in the capital.

Israel's Army Radio confirmed the strike near the Presidential Palace in Damascus.

Videos circulating on social media showed the moments of Israeli attacks in Damascus, with smoke rising from the area.

Israel moving some troops from Gaza to Syria frontiers

Witnesses told the AFP news agency they heard an explosion in the area of the palace, a high-security compound which is located on a hill overlooking the capital and is where President Ahmed al Sharaa receives visitors.

A 51-year-old Damascus resident, requesting anonymity due to the security situation, said she was on her balcony trying to see the aftermath of the strikes near the army headquarters when she ""heard an explosion and saw smoke rising near the presidential palace"".

The attacks came shortly after Israeli Defence Minister Israel Katz threatened Damascus with ""painful blows.""

The Israeli army has been bombarding Syria since Tuesday, particularly in Sweida, in the latest violation of the country's sovereignty on false claims of protecting the Druze in Syria.

The attacks came as the Syrian army deployed forces in the province to restore security and protect civilians and their property, following clashes between armed Druze and Bedouin groups that left at least 30 people dead.

Meanwhile, an Israeli military official said on Wednesday that some troops stationed in besieged Gaza were to be redeployed to the area of the frontier with Syria, in an apparent move to destabilise its neighbour."
7/16/2025 0:00,Politics,https://trt.global/world/article/2513fa7b30f8,"Pashinyan: Armenia wants to reopen border with Türkiye, establish diplomatic tiesArmenian premier says diplomatic ties with Türkiye and reopening the border are within reach, calling the effort vital to Armenia’s independence, sovereignty, and shift toward the West.","Armenian Prime Minister Nikol Pashinyan has expressed his intention for Armenia and Türkiye to eventually establish diplomatic relations and reopen their long-sealed land border, presenting the move as a cornerstone of Armenia’s broader geopolitical strategy.

Speaking at a press conference in Yerevan on Wednesday, Pashinyan described recent talks with Turkish President Recep Tayyip Erdogan as “open and sincere,” adding that the agenda moved beyond traditional normalisation efforts to include state-to-state ties.

“All issues were discussed – from the opening of communications to the restoration of the historical Ani bridge,” Pashinyan said, according to state-run Armenpress.

He acknowledged that no concrete agreements were reached but emphasised a long-term outlook. “Such complex and deep issues cannot be resolved with a single action. We need to build trust and prepare the public.”

He added: “I have no doubt that we will reach that point: diplomatic relations will be established, and the border will be opened.”

Return to CSTO unlikely

Pashinyan reiterated that Armenia is unlikely to resume its participation in the Russian-led Collective Security Treaty Organization (CSTO), citing the bloc’s failure to support Armenia in times of need.

“We froze our participation due to the CSTO’s failure to fulfil its obligations,” he said, referring to Yerevan’s decision earlier this year to suspend attendance at CSTO events and halt payments. “At this point, leaving seems more likely than returning.”

Separately, during a meeting in Brussels, Pashinyan made Armenia’s European ambitions explicit.

“Yes, Armenia wants to become a member of the European Union,” he said. “Regardless of the final outcome, we will continue reforms aligned with European standards.”

He reaffirmed his commitment to the EU-Armenia Comprehensive and Enhanced Partnership Agreement, describing it as a key platform for reform and modernisation."
7/16/2025 0:00,Politics,https://trt.global/world/article/83f138399883,"Türkiye's top diplomat holds talks with Syria, Jordan, US on Israeli attacksHakan Fidan says Israeli attacks threatening regional security, efforts to establish stability in Syria, should end immediately","Türkiye's Foreign Minister Hakan Fidan has expressed concern over Israel's attacks that targeted southern Syria and the capital Damascus in a phone call with his Syrian counterpart Asaad Hassan al Shaibani, Turkish diplomatic sources said.

Fidan said Israel’s attacks targeting southern Syria and Damascus are a cause for concern.

He said that the interventions threatening regional security and efforts to establish stability in Syria should end immediately.

Fidan also underscored the importance of all relevant parties making efforts to restore peace in Syria.

Turkish top diplomat also held a phone conversation with US Special Envoy for Syria Tom Barrack, who also serves as the US ambassador to Türkiye.

Fidan, while speaking with Barrack, urged that Israel’s attacks targeting Syria, and the clashes in southern Syria should be stopped.

He also talked with his Jordanian counterpart Ayman Safadi over the phone.

Israel launched air strikes on Damascus on Wednesday, targeting Syria’s Defence Ministry and areas near the presidential palace.

The strikes came as Israel resumed attacks in southern Syria’s Suwayda province, warning they will continue unless Syrian forces withdraw.

The Syrian army had deployed troops to the area to restore order after clashes between armed Druze and Bedouin groups killed at least 30 people.

​​​​​​​The Israeli army claims the military actions are meant to protect the Druze minority."
7/16/2025 0:00,Politics,https://trt.global/world/article/7c2a4f029da8,"Germany continues military exports to Israel despite mounting criticismDespite international criticism and accusations of complicity in war crimes, Germany continues to approve military exports to Israel.","The German government has confirmed it approved $294 million (€250.5 million) worth of military equipment and weapons to Israel between January 1, 2024 and June 26, 2025.

According to official figures, approved export licenses amounted to $189 million (€161.1 million) in 2024 and $33 million (€28 million) in the first quarter of 2025.

The government released these figures in response to a parliamentary inquiry from the opposition Left Party, which calls for an immediate end to arms exports to Israel.

Germany has long been a staunch supporter of Israel, with political leaders repeatedly citing the country's historical responsibility toward Israel, rooted in Germany's Nazi past and the Holocaust.

Weapons exports to Israel were briefly suspended last year when Nicaragua filed a case against Germany at the International Court of Justice, accusing Germany of complicity in genocide in Gaza.

German officials later resumed exports, arguing that they received written assurances from Israel about compliance with international law. They also cited the threat posed by Iran as another justification for resuming arms shipments.

Since Israel launched its military offensive in Gaza in 2023, more than 58,000 Palestinians have been killed, and over 100,000 others wounded, most of them women and children.

Israel currently faces a genocide case at the ICJ for its actions in Gaza, where at least 1.9 million Palestinians remain displaced and suffer from severe shortages of food, medical supplies, and other essentials."
